sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
2,2023-09-02 02:00:00,2,-0.6189038412906597,-0.9397962797603295,-0.934901970521452,1.0913018644172672
1,2023-09-02 02:15:00,2,-0.9631696409239007,1.4443334052818686,-1.511960045420322,1.5295615745475175
3,2023-09-02 02:30:00,0,1.231524831738012,-0.28329680127044904,-0.1881209324170319,0.38200395517625774
1,2023-09-02 02:45:00,0,-1.3935018904654521,0.09678184417106095,0.7623276615340481,0.8934230763775359
1,2023-09-02 03:00:00,0,0.24176065779244368,0.027676635908968187,-0.867012785239232,-1.540695043399936
3,2023-09-02 03:15:00,1,-0.9201364159697455,0.30409746895733886,0.8641614394573781,0.6962410446337186
2,2023-09-02 03:30:00,2,-1.5226015653279177,1.6170964259371001,1.6448870702029081,-1.186742845075346
1,2023-09-02 03:45:00,0,-0.5328373913823493,1.375228197019776,-0.45967767354591194,-1.2860306172431688
4,2023-09-02 04:00:00,0,-0.4037377165198837,-1.0089014880224223,0.04949121607073813,-1.105570736601301
4,2023-09-02 04:15:00,0,1.6188238563254087,1.0297021557093124,-1.138569526368112,-0.6495437409252297
3,2023-09-02 04:30:00,2,0.06962775797582292,-0.5251650301877734,1.509108699638468,0.4851238869716108
2,2023-09-02 04:45:00,2,1.1024251568755465,-0.4215072177946344,-1.104624933727002,1.6706547244702137
2,2023-09-02 05:00:00,1,-0.7480035161531252,-1.561743154119164,-0.15417633977592204,0.6972861790775904
2,2023-09-02 05:15:00,2,-1.4795683403737625,-0.9397962797603295,0.6265492909696079,0.6819575405674705
3,2023-09-02 05:30:00,0,-1.4365351154196073,-1.1816645086776543,-0.663345229392572,0.3335793926101967
2,2023-09-02 05:45:00,1,-0.18857159174910823,1.1333599681024513,-1.342237082214772,1.030335688524744
2,2023-09-02 06:00:00,2,1.231524831738012,0.33865007308838524,1.2714965511506982,-0.8578738734036795
3,2023-09-02 06:15:00,0,-1.608668015236228,1.4097808011508222,-1.104624933727002,0.19422813342728718
4,2023-09-02 06:30:00,0,1.5327574064170983,1.6170964259371001,-0.1881209324170319,1.0676121503561729
2,2023-09-02 06:45:00,1,-1.4795683403737625,-0.5597176343188197,1.475164106997358,-1.03798537589759
3,2023-09-02 07:00:00,2,1.2745580566921673,0.2004396565642001,0.728383068892938,1.2564331065490153
3,2023-09-02 07:15:00,1,1.4897241814629432,1.306122988757683,0.18526958663517787,0.04163850462200142
2,2023-09-02 07:30:00,1,1.5757906313712535,0.062229240040014566,0.5247155130462782,-0.3764152729267271
2,2023-09-02 07:45:00,0,0.1556942078841333,1.5825438218060537,-0.08628715449370199,-0.26772129076405776
3,2023-09-02 08:00:00,2,-1.1353025407405215,-0.594270238449866,-0.867012785239232,0.8972552360050658
2,2023-09-02 08:15:00,1,1.231524831738012,0.2004396565642001,0.35499254984072803,-0.8958470915310223
1,2023-09-02 08:30:00,2,-0.9201364159697455,-0.594270238449866,-0.697289822033682,0.4105709633087542
4,2023-09-02 08:45:00,2,1.661857081279563,1.5825438218060537,1.2714965511506982,0.5457416847161766
2,2023-09-02 09:00:00,2,1.7479235311878734,0.33865007308838524,-0.5954560441103519,0.9721565378158794
1,2023-09-02 09:15:00,2,0.758159357242305,1.6170964259371001,0.04949121607073813,-0.12802165343319105
4,2023-09-02 09:30:00,1,-1.4795683403737625,-1.1125593004155614,0.15132499399406824,-0.3955760710643773
2,2023-09-02 09:45:00,2,-1.3935018904654521,-0.594270238449866,-0.25601011769925197,-0.19909079561647489
1,2023-09-02 10:00:00,0,1.4897241814629432,0.7187287185298951,1.135718180586258,-0.8885311504239196
1,2023-09-02 10:15:00,1,0.4999600075173748,0.30409746895733886,1.0678289953040379,1.6319847500469564
3,2023-09-02 10:30:00,0,-0.8771031910155903,-0.24874419713940266,1.0678289953040379,0.9801692352188969
2,2023-09-02 10:45:00,1,0.9733254820130809,0.7878339267919878,-0.25601011769925197,1.5257294149199874
2,2023-09-02 11:00:00,2,0.1556942078841333,-1.2853223210707931,-0.35784389562258206,0.5959081380220239
4,2023-09-02 11:15:00,2,0.54299323247153,-1.561743154119164,-0.01839796921148193,1.4870594404967301
3,2023-09-02 11:30:00,1,-1.5226015653279177,-1.1125593004155614,1.3733303290740282,1.1696869477076537
3,2023-09-02 11:45:00,0,-0.9631696409239007,-0.2141915930083563,0.5926046983284978,1.2062666532431674
1,2023-09-02 12:00:00,1,-1.4365351154196073,-1.5271905499881175,-1.410126267496992,-1.1989360802538505
1,2023-09-02 12:15:00,2,-0.5328373913823493,-0.31784940540149526,-0.697289822033682,0.714705086475454
2,2023-09-02 12:30:00,0,-1.4795683403737625,1.4443334052818686,-0.15417633977592204,1.3856813994411636
3,2023-09-02 12:45:00,0,0.8011925821964602,-1.2507697169397467,-1.308292489573662,-0.06392007420905257
3,2023-09-02 13:00:00,2,1.3175912816463224,-0.5251650301877734,-0.08628715449370199,-1.2696568442891771
1,2023-09-02 13:15:00,2,1.0593919319213914,-1.2162171128087003,-1.0367357484447821,-0.8247779493477385
1,2023-09-02 13:30:00,2,1.6188238563254087,-0.5251650301877734,-0.900957377880342,0.24195593969743384
2,2023-09-02 13:45:00,2,1.5757906313712535,-0.14508638474626354,0.728383068892938,-1.369989750900872
2,2023-09-02 14:00:00,1,-1.3074354405571422,1.5825438218060537,-1.6137938233436522,-0.2374123918917748
2,2023-09-02 14:15:00,2,0.9733254820130809,-1.1125593004155614,1.135718180586258,-0.6986650597872054
1,2023-09-02 14:30:00,0,-0.14553836679495302,-1.4580853417260249,-0.15417633977592204,1.571715330450348
2,2023-09-02 14:45:00,2,1.3606245066004776,-1.2162171128087003,1.203607365868478,-1.4518586156708313
3,2023-09-02 15:00:00,1,-1.264402215602987,0.5459656978746635,0.21921417927628792,-1.0498302329281373
2,2023-09-02 15:15:00,1,-0.3607044915657285,-1.3544275293328858,0.6604938836107179,1.2306531236001765
3,2023-09-02 15:30:00,0,0.4569267825632196,-0.35240200953254164,0.8641614394573781,1.578334515261536
1,2023-09-02 15:45:00,2,-1.3074354405571422,0.5114130937436171,-0.663345229392572,-1.3825313642273338
1,2023-09-02 16:00:00,2,0.7151261322881498,-1.4235327375949784,0.4907709204051682,-1.6880589999858628
4,2023-09-02 16:15:00,1,0.8442258071506153,-0.14508638474626354,-0.5615114514692421,0.39524232479863425
4,2023-09-02 16:30:00,2,0.9733254820130809,0.3732026772194316,0.9320506247395982,-0.09318383863746368
2,2023-09-02 16:45:00,1,-1.3935018904654521,1.2715703846266369,-0.493622266187022,-0.26563102187631404
2,2023-09-02 17:00:00,1,-0.5328373913823493,1.0297021557093124,-1.104624933727002,-1.582500421154809
4,2023-09-02 17:15:00,2,-0.79103674110728,-1.2507697169397467,0.6604938836107179,-1.609325538547519
3,2023-09-02 17:30:00,0,0.4999600075173748,1.478886009412915,0.796272254175158,0.135352226422508
1,2023-09-02 17:45:00,2,-1.4795683403737625,1.4443334052818686,0.287103364558508,-0.009573083127717782
4,2023-09-02 18:00:00,1,0.026594533021667727,1.2370177804955904,-0.663345229392572,0.36458504777839407
1,2023-09-02 18:15:00,1,-1.4365351154196073,-1.5271905499881175,0.796272254175158,1.4780016086498413
3,2023-09-02 18:30:00,0,-0.4467709414740389,0.027676635908968187,-1.1725141190092219,-0.08482276308648905
2,2023-09-02 18:45:00,2,0.5860264574256843,0.13133444830210733,-0.867012785239232,1.607598279689947
1,2023-09-02 19:00:00,1,0.5860264574256843,-0.386954613663588,-0.15417633977592204,1.4414219031143272
2,2023-09-02 19:15:00,0,-0.6189038412906597,1.375228197019776,0.21921417927628792,-0.6181897076090751
4,2023-09-02 19:30:00,2,0.6720929073339946,0.027676635908968187,-0.697289822033682,-0.40080174328373636
1,2023-09-02 19:45:00,2,0.8011925821964602,-0.4215072177946344,-1.0027911558036722,-0.8045720167662167
1,2023-09-02 20:00:00,1,0.9733254820130809,-0.9743488838913759,1.0678289953040379,1.3999649035074118
3,2023-09-02 20:15:00,1,0.06962775797582292,-0.7324806549740515,-0.01839796921148193,0.5342452058335866
4,2023-09-02 20:30:00,2,-1.350468665511297,0.6150709061367563,-0.934901970521452,-1.613157698175049
1,2023-09-02 20:45:00,2,-0.6619370662448149,-1.3544275293328858,-0.629400636751462,-1.7190646551540603
1,2023-09-02 21:00:00,2,0.4999600075173748,0.23499226069524648,0.694438476251828,-0.48754790212509735
2,2023-09-02 21:15:00,0,1.3175912816463224,-0.8361384673671906,-0.629400636751462,-0.8829571000566032
1,2023-09-02 21:30:00,0,0.06962775797582292,-0.49061242605672717,-0.15417633977592204,-1.1508598958357468
3,2023-09-02 21:45:00,2,1.3175912816463224,-1.388980133463932,1.610942477561798,-1.6863171092460765
3,2023-09-02 22:00:00,1,-0.2316048167032634,-0.9397962797603295,-1.545904638061432,-0.3893052644011464
2,2023-09-02 22:15:00,1,-0.6189038412906597,0.33865007308838524,0.1173804013529582,1.0961791584886689
3,2023-09-02 22:30:00,2,-0.10250514184079784,-1.4235327375949784,0.287103364558508,0.12281061309604616
2,2023-09-02 22:45:00,2,1.661857081279563,1.6516490300681466,0.5247155130462782,1.5027364571548076
4,2023-09-02 23:00:00,1,0.3278271077007541,-0.9052436756292831,0.8302168468162681,0.44610553440039624
4,2023-09-02 23:15:00,1,0.3278271077007541,-1.2853223210707931,-1.138569526368112,0.888545782306134
3,2023-09-02 23:30:00,0,1.0163587069672362,1.5825438218060537,-0.8330681925981219,0.23463999859033105
3,2023-09-02 23:45:00,0,0.4569267825632196,-1.561743154119164,-1.410126267496992,-1.5163085730429269
2,2023-09-03 00:00:00,2,-1.6517012401903832,1.7553068424612859,0.15132499399406824,0.8672947152807403
1,2023-09-03 00:15:00,0,-0.5328373913823493,-1.4235327375949784,0.4907709204051682,1.0867729484938227
4,2023-09-03 00:30:00,2,1.0593919319213914,-1.388980133463932,0.9320506247395982,0.32103777928373484
4,2023-09-03 00:45:00,0,0.41389355760906443,1.202465176364544,1.3733303290740282,0.9129322526631433
1,2023-09-03 01:00:00,1,-0.3176712666115733,-0.9743488838913759,0.9659952173807083,-1.4894834556502168
3,2023-09-03 01:15:00,2,0.7151261322881498,-1.0089014880224223,0.0155466234296281,-1.6114158074352627
4,2023-09-03 01:30:00,2,0.06962775797582292,-0.6979280508430052,-1.342237082214772,-1.087455072907523
2,2023-09-03 01:45:00,2,-1.608668015236228,0.16588705243315371,-1.342237082214772,0.7798518001434644
2,2023-09-03 02:00:00,1,-1.6517012401903832,-1.5271905499881175,0.25315877191739794,-1.6420730844555027
1,2023-09-03 02:15:00,1,0.8442258071506153,1.1679125722334975,-0.493622266187022,0.08170199163708786
4,2023-09-03 02:30:00,2,-0.8771031910155903,-0.006875968222078195,-1.308292489573662,-1.2376060546771077
4,2023-09-03 02:45:00,0,-0.79103674110728,1.4097808011508222,-0.629400636751462,1.4180805672011902
4,2023-09-03 03:00:00,0,1.661857081279563,-1.2853223210707931,0.4228817351229481,-0.03814009126021424
2,2023-09-03 03:15:00,2,0.6720929073339946,-1.561743154119164,1.203607365868478,-0.8714606211740131
3,2023-09-03 03:30:00,0,1.0163587069672362,0.2004396565642001,-0.968846563162562,0.4276414925586607
4,2023-09-03 03:45:00,1,1.2745580566921673,0.2004396565642001,-0.45967767354591194,-1.1951039206263205
2,2023-09-03 04:00:00,2,-1.4795683403737625,-1.6308483623812566,0.08343580871184816,1.6427844726336314
4,2023-09-03 04:15:00,2,-1.2213689906488319,1.6516490300681466,-1.444070860138102,0.3088445441052305
1,2023-09-03 04:30:00,1,-0.79103674110728,1.6516490300681466,-1.545904638061432,-0.7286255805115308
1,2023-09-03 04:45:00,1,1.1454583818297017,0.3732026772194316,-0.323899302981472,1.2411044680388947
1,2023-09-03 05:00:00,2,0.9302922570589257,0.33865007308838524,-1.104624933727002,0.9756403192954525
4,2023-09-03 05:15:00,1,1.1454583818297017,-0.24874419713940266,-1.6137938233436522,1.4668535079152083
3,2023-09-03 05:30:00,0,-1.2213689906488319,0.23499226069524648,-0.08628715449370199,1.155751821789363
3,2023-09-03 05:45:00,1,0.5860264574256843,-1.1816645086776543,-1.376181674855882,-1.2487541554117405
3,2023-09-03 06:00:00,2,0.3278271077007541,-0.17963898887730992,0.8302168468162681,0.7634780271894727
2,2023-09-03 06:15:00,1,-0.14553836679495302,0.027676635908968187,-0.493622266187022,-0.6140091698335878
1,2023-09-03 06:30:00,2,0.8872590321047705,-0.07598117648417095,-1.104624933727002,-0.10607383011188272
3,2023-09-03 06:45:00,0,1.188491606783857,0.7532813226609414,-0.5954560441103519,-1.536862883772406
4,2023-09-03 07:00:00,0,-0.4898041664281941,0.47686048961257077,-1.2064587116503318,-1.5734425893079198
3,2023-09-03 07:15:00,0,-0.2316048167032634,-1.4235327375949784,-0.493622266187022,1.047406217774651
3,2023-09-03 07:30:00,0,1.446690956508788,0.7532813226609414,1.610942477561798,1.500297810119107
4,2023-09-03 07:45:00,1,-0.9201364159697455,0.4423078854815244,0.25315877191739794,1.0272002851931286
4,2023-09-03 08:00:00,0,-0.5758706163365045,-0.8015858632361442,0.694438476251828,1.4177321890532328
2,2023-09-03 08:15:00,0,-0.9631696409239007,0.2695448648262925,0.9659952173807083,0.5001041473337736
1,2023-09-03 08:30:00,2,0.06962775797582292,-1.5962957582502104,-1.511960045420322,0.008542580566060316
1,2023-09-03 08:45:00,2,-0.10250514184079784,1.0988073639714053,-0.527566858828132,-1.2358641639373216
2,2023-09-03 09:00:00,0,-0.79103674110728,-1.2162171128087003,-0.697289822033682,-1.0024508048059482
2,2023-09-03 09:15:00,2,0.37086033265490925,0.47686048961257077,0.321047957199618,-1.6922395377613502
3,2023-09-03 09:30:00,2,1.661857081279563,1.1679125722334975,-0.323899302981472,0.29351590559511026
2,2023-09-03 09:45:00,0,-1.0922693157863663,-0.07598117648417095,-0.35784389562258206,1.5313034652873043
1,2023-09-03 10:00:00,1,0.1126609829299781,1.3406755928887295,0.796272254175158,1.6006307167308016
2,2023-09-03 10:15:00,2,-0.79103674110728,0.9260443433161734,-0.527566858828132,0.8784428160153729
2,2023-09-03 10:30:00,0,1.0163587069672362,-0.386954613663588,1.509108699638468,-0.4704773728751911
3,2023-09-03 10:45:00,0,0.6290596823798394,0.8223865309230342,-0.968846563162562,-0.4739611543547639
4,2023-09-03 11:00:00,2,0.41389355760906443,-1.5962957582502104,-0.45967767354591194,0.004710420938530324
2,2023-09-03 11:15:00,0,-1.350468665511297,-0.49061242605672717,-0.28995471034036197,1.3466630468699488
2,2023-09-03 11:30:00,2,1.2745580566921673,-1.0434540921534687,-0.7991235999570119,-0.7585861012358565
3,2023-09-03 11:45:00,1,0.4999600075173748,-1.0434540921534687,-1.0027911558036722,-1.681788193322632
2,2023-09-03 12:00:00,2,0.5860264574256843,-0.006875968222078195,-0.765179007315902,-0.4739611543547639
4,2023-09-03 12:15:00,1,-0.18857159174910823,0.7532813226609414,-0.25601011769925197,-0.6673110264710508
2,2023-09-03 12:30:00,2,-0.8771031910155903,-0.07598117648417095,-1.0367357484447821,0.7652199179292589
2,2023-09-03 12:45:00,0,-1.006202865878056,0.7878339267919878,1.610942477561798,-0.3548158277533762
2,2023-09-03 13:00:00,2,1.2745580566921673,-0.49061242605672717,-0.8330681925981219,-0.17017540933602096
4,2023-09-03 13:15:00,2,-1.0922693157863663,0.13133444830210733,-0.052342561852591965,-1.2208839035751589
2,2023-09-03 13:30:00,2,-1.3074354405571422,1.5479912176750075,1.6448870702029081,0.43844121514533624
1,2023-09-03 13:45:00,2,-0.4898041664281941,-1.2853223210707931,0.08343580871184816,-0.488244658421012
2,2023-09-03 14:00:00,2,-1.006202865878056,1.7207542383302392,-0.323899302981472,-0.4032403903194373
1,2023-09-03 14:15:00,1,0.5860264574256843,-0.35240200953254164,-0.25601011769925197,-0.8745960245056286
3,2023-09-03 14:30:00,2,-0.2746380416574181,0.3732026772194316,0.5586601056873882,1.1477391243863457
2,2023-09-03 14:45:00,0,-0.8340699660614351,1.6516490300681466,0.3889371424818381,-0.642227799818127
1,2023-09-03 15:00:00,2,0.8442258071506153,1.1679125722334975,-1.376181674855882,0.6788221372358548
2,2023-09-03 15:15:00,1,-0.059471916886642655,0.407755281350478,-1.070680341085892,-1.4605680693697631
4,2023-09-03 15:30:00,1,-1.1353025407405215,1.478886009412915,-1.0367357484447821,0.38130719888034337
1,2023-09-03 15:45:00,2,-1.5226015653279177,-0.14508638474626354,0.728383068892938,1.5584769608279712
1,2023-09-03 16:00:00,2,0.06962775797582292,-1.2507697169397467,-0.3917884882636919,1.4442089282979858
3,2023-09-03 16:15:00,0,1.1454583818297017,-1.4926379458570713,0.21921417927628792,0.3091929222531877
3,2023-09-03 16:30:00,1,1.231524831738012,1.6170964259371001,0.9999398100218182,0.7882128756944389
4,2023-09-03 16:45:00,0,-0.79103674110728,-1.0434540921534687,-1.376181674855882,0.26982619153401566
1,2023-09-03 17:00:00,1,1.1454583818297017,-1.4580853417260249,0.8302168468162681,-1.6723819833277855
2,2023-09-03 17:15:00,1,1.1454583818297017,-1.3544275293328858,-0.08628715449370199,1.415641920165489
1,2023-09-03 17:30:00,0,0.758159357242305,-0.17963898887730992,-0.3917884882636919,1.4598859449560626
4,2023-09-03 17:45:00,1,0.24176065779244368,0.5459656978746635,-1.511960045420322,-1.015340796280367
1,2023-09-03 18:00:00,2,-0.8771031910155903,-0.7670332591050978,-0.7991235999570119,-0.3663123066359662
1,2023-09-03 18:15:00,2,-1.264402215602987,0.7187287185298951,1.2714965511506982,-0.009921461275675234
1,2023-09-03 18:30:00,0,1.3175912816463224,0.9605969474472197,1.4412195143562478,0.9853949074382562
3,2023-09-03 18:45:00,1,0.54299323247153,-1.078006696284515,0.9320506247395982,-0.5053151876709185
2,2023-09-03 19:00:00,0,-0.2746380416574181,-0.041428572353124575,-0.12023174713481202,-1.0937258795707538
4,2023-09-03 19:15:00,1,-1.264402215602987,0.9260443433161734,1.509108699638468,-1.5967839252210572
4,2023-09-03 19:30:00,2,0.5860264574256843,-0.35240200953254164,0.6604938836107179,-0.3586479873809062
1,2023-09-03 19:45:00,2,0.1556942078841333,-1.2507697169397467,-1.0027911558036722,0.36806882925796686
1,2023-09-03 20:00:00,2,-0.5758706163365045,1.686201634199193,1.475164106997358,-1.6236090426137673
1,2023-09-03 20:15:00,2,-1.4795683403737625,0.8569391350540806,-1.0027911558036722,1.0554189151776678
3,2023-09-03 20:30:00,2,-1.2213689906488319,-0.7670332591050978,-0.1881209324170319,-0.23148996337650132
1,2023-09-03 20:45:00,2,0.8442258071506153,-1.561743154119164,-0.08628715449370199,-0.13429246009642198
2,2023-09-03 21:00:00,0,-0.059471916886642655,-1.2162171128087003,-1.647738415984762,1.7225630685158473
2,2023-09-03 21:15:00,1,-1.1783357656946767,0.5459656978746635,-0.22206552505814192,-0.5687200105991423
1,2023-09-03 21:30:00,2,0.37086033265490925,1.0642547598403589,-1.342237082214772,-0.3572544747890771
1,2023-09-03 21:45:00,1,1.2745580566921673,1.1679125722334975,0.5926046983284978,1.1122045532947038
4,2023-09-03 22:00:00,0,-0.2746380416574181,-0.9052436756292831,1.101773587945148,1.6842414722405474
3,2023-09-03 22:15:00,2,0.9302922570589257,1.0297021557093124,-0.28995471034036197,0.9934076048412731
4,2023-09-03 22:30:00,1,0.9733254820130809,0.8914917391851269,1.033884402662928,-0.7596312356797282
2,2023-09-03 22:45:00,1,-1.6947344651445384,0.7532813226609414,0.728383068892938,-1.0069797207293927
3,2023-09-03 23:00:00,2,-1.6517012401903832,-0.14508638474626354,-0.35784389562258206,-0.4157820036458991
4,2023-09-03 23:15:00,2,-1.4795683403737625,0.16588705243315371,1.203607365868478,0.7707939682965752
4,2023-09-03 23:30:00,0,1.1454583818297017,1.2370177804955904,-0.900957377880342,0.8470887826992185
1,2023-09-03 23:45:00,2,1.661857081279563,-0.7670332591050978,-0.1881209324170319,0.17123517566210722
3,2023-09-04 00:00:00,1,1.0163587069672362,1.1333599681024513,-1.0027911558036722,0.7951804386535845
3,2023-09-04 00:15:00,1,-0.5328373913823493,-0.6633754467119588,-0.493622266187022,0.4886076684511836
2,2023-09-04 00:30:00,1,0.1556942078841333,-0.31784940540149526,-0.731234414674792,-0.593803237252066
2,2023-09-04 00:45:00,2,-1.4795683403737625,1.375228197019776,0.21921417927628792,0.6526937761390593
1,2023-09-04 01:00:00,2,1.6188238563254087,-0.041428572353124575,-0.25601011769925197,0.6760351120521967
2,2023-09-04 01:15:00,1,-0.79103674110728,1.202465176364544,0.3889371424818381,1.5577802045320568
3,2023-09-04 01:30:00,1,-1.3935018904654521,-0.594270238449866,0.4568263277640581,-0.45271008732936996
4,2023-09-04 01:45:00,2,-1.4795683403737625,0.47686048961257077,-1.240403304291442,-0.3252036851770079
1,2023-09-04 02:00:00,2,-0.5328373913823493,-0.7670332591050978,1.576997884920688,-0.201877820800133
3,2023-09-04 02:15:00,1,-1.6517012401903832,1.6516490300681466,1.237551958509588,-1.3417711209163328
4,2023-09-04 02:30:00,1,-1.5656347902820729,0.7187287185298951,0.4228817351229481,0.5882438187669639
1,2023-09-04 02:45:00,0,-1.4365351154196073,-0.5597176343188197,-1.681683008625872,0.8965584797091509
3,2023-09-04 03:00:00,0,-0.6619370662448149,-0.35240200953254164,1.135718180586258,0.8798363286072022
1,2023-09-04 03:15:00,2,-0.3176712666115733,0.6150709061367563,1.237551958509588,0.35796586296720595
1,2023-09-04 03:30:00,0,-0.9631696409239007,0.5114130937436171,-0.968846563162562,-1.3156427598195373
1,2023-09-04 03:45:00,2,-0.7480035161531252,1.306122988757683,0.08343580871184816,0.20537623416191994
2,2023-09-04 04:00:00,1,0.6720929073339946,-0.6633754467119588,-0.8330681925981219,1.0230197474176417
